BGP4MP|02/24/08 19:54:24|A|217.75.96.60|16150|195.245.250.0/24|16150 6939 1257 8437 34779 29015|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.11|2914|192.107.56.0/21|2914 1239 24 11537 20965 137|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|69.1.226.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|69.1.232.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|69.1.234.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|69.1.233.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|208.81.97.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|69.1.235.0/24|2914 3561 32523|IGP
BGP4MP|02/24/08 19:54:24|A|129.250.0.171|2914|91.199.184.0/24|2914 1299 8402 44598|IGP
BGP4MP|02/24/08 19:54:25|W|157.130.10.233|701|207.181.144.0/24
BGP4MP|02/24/08 19:54:25|W|157.130.10.233|701|192.107.56.0/21
BGP4MP|02/24/08 19:54:25|W|157.130.10.233|701|80.243.64.0/20
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|148.208.142.0/24|701 28513 8151|INCOMPLETE
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|84.20.73.0/24|701 8400 34772 6821 21183 33924|IGP
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|84.20.71.0/24|701 8400 34772 6821 21183 33924|IGP
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|84.20.68.0/24|701 8400 34772 6821 21183 33924|IGP
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|84.20.69.0/24|701 8400 34772 6821 21183 33924|IGP
BGP4MP|02/24/08 19:54:25|A|157.130.10.233|701|84.20.76.0/24|701 8400 34772 6821 21183 33924|IGP
